Ano,Disciplina,Bimestre,Conteúdo/Tema,Habilidades/Objetivos
Não especificado,Geral/Múltiplas,3º Bimestre,"Companhia das Ciências 8 – Unidade 2/Capítulo 8 – A eletrodinâmica

Companhia das Ciências 8 – Unidade 2/Capítulo 9 – Circuitos elétricos

Companhia das Ciências 8 – Unidade 2/Capítulo 12 – Distribuição e consumo da energia elétrica","Explicar o que é um circuito elétrico;
Identificar e explicar a função de cada componente de um circuito elétrico simples;
Diferenciar circuitos elétricos em série e em paralelo, a partir da análise do brilho de lâmpadas incandescentes;
Identificar e diferenciar materiais condutores e isolantes;
Investigar e prever como alterações em elementos de um circuito elétrico simples impactam o funcionamento de dispositivos ligados ao circuito;
Relacionar a quantidade de fontes de energia (pilhas/baterias) utilizadas em um circuito simples com a intensidade do brilho de uma lâmpada ou o funcionamento de outros dispositivos;
Calcular o consumo de energia elétrica em aparelhos elétricos;
Analisar o consumo de energia elétrica em contas de luz de residências."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,"Textos de teoria disponível no Canvas – Introdução à óptica

Companhia das Ciências 8 – Unidade 3/Capítulo 13 – Sistema Sol – Terra - Lua","Compreender sombra como o conjunto do fenômeno óptico umbra + penumbra;
Relacionar o formato dos objetos com o formato das sombras projetadas em um anteparo;
Explicar a formação de sombras a partir do princípio da propagação retilínea da luz, desenhando esquemas para a representação;
Prever a forma da sombra a partir da iluminação de objetos de formatos distintos.
Comparar os modelos geocêntrico e heliocêntrico, reconhecendo a evolução e os impactos sociais das explicações científicas ao longo da história;
Representar e explicar os eclipses solar e lunar a partir do movimento Sol – Terra – Lua;
Identificar as fases da lua;
Relacionar a formação dos eclipses solar e lunar com as fases da lua;
Explicar como as estações do ano são formadas e as suas condições para tal;
Prever consequências para a formação das estações do ano em situações hipotéticas, como a ausência de rotação da Terra ou a inexistência do eixo de inclinação de rotação da Terra."
Não especificado,Geral/Múltiplas,4º Bimestre,"Textos de teoria disponível no Canvas – Introdução à óptica

Companhia das Ciências 8 – Unidade 3/Capítulo 13 – Sistema Sol – Terra - Lua","Compreender sombra como o conjunto do fenômeno óptico umbra + penumbra;
Relacionar o formato dos objetos com o formato das sombras projetadas em um anteparo;
Explicar a formação de sombras a partir do princípio da propagação retilínea da luz, desenhando esquemas para a representação;
Prever a forma da sombra a partir da iluminação de objetos de formatos distintos.
Comparar os modelos geocêntrico e heliocêntrico, reconhecendo a evolução e os impactos sociais das explicações científicas ao longo da história;
Representar e explicar os eclipses solar e lunar a partir do movimento Sol – Terra – Lua;
Identificar as fases da lua;
Relacionar a formação dos eclipses solar e lunar com as fases da lua;
Explicar como as estações do ano são formadas e as suas condições para tal;
Prever consequências para a formação das estações do ano em situações hipotéticas, como a ausência de rotação da Terra ou a inexistência do eixo de inclinação de rotação da Terra."
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Método Científico
Etapas da metodologia científica
Grupo controle e falseabilidade
Biodiversidade e Problemas Ambientais
Hotspots e endemismo
Espécies invasoras
Biopirataria
Pesca predatória","Reconhecer as diferentes etapas de produção e validação do conhecimento científico;
Reconhecer a ciência como empreendimento humano e influenciada por aspectos sociais;
Justificar o papel da falseabilidade na validação do conhecimento nas ciências da natureza;
Aplicar grupos controle e experimental em situações problema;
Definir os conceitos de hotspot de biodiversidade e endemismo.
Explicar por que hotspots são prioritários para a conservação.
Reconhecer o conceito de espécie exótica invasora.
Explicar a relação entre biopirataria, biodiversidade e conhecimentos tradicionais.
Analisar os impactos da pesca predatória nos ecossistemas aquáticos.
Realizar previsões de fenômenos compreendendo os mecanismos envolvidos;
Interpretar dados e fazer conclusões científicas."
Não especificado,Geral/Múltiplas,1º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Método Científico
Etapas da metodologia científica
Grupo controle e falseabilidade
Biodiversidade e Problemas Ambientais
Conceitos básicos em ecologia
Hotspots e endemismo
Espécies invasoras
Biopirataria
Pesca predatória
Desmatamento e efeito de borda

Livro Companhia das Ciências 9 – Unidade 1 - Capítulo 2
Protegendo Paisagens
Unidades de Conservação","Reconhecer as diferentes etapas de produção e validação do conhecimento científico;
Reconhecer a ciência como empreendimento humano e influenciada por aspectos sociais;
Justificar o papel da falseabilidade na validação do conhecimento nas ciências da natureza;
Aplicar grupos controle e experimental em situações problema;
Definir os conceitos de hotspot de biodiversidade e endemismo.
Explicar por que hotspots são prioritários para a conservação.
Reconhecer o conceito de espécie exótica invasora.
Explicar a relação entre biopirataria, biodiversidade e conhecimentos tradicionais.
Analisar os impactos da pesca predatória nos ecossistemas aquáticos.
Realizar previsões de fenômenos compreendendo os mecanismos envolvidos;
Interpretar dados e fazer conclusões científicas.
Analisar os impactos do desmatamento sobre a biodiversidade, o clima e os ciclos biogeoquímicos.
Definir o conceito de efeito de borda em ecossistemas fragmentados."
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Mudanças Climáticas e Poluição
Ciclo do carbono
Efeito estufa intensificado
Chuva ácida
Inversão térmica
Biomagnificação","Analisar o efeito do ciclo do carbono na regulação do clima terrestre.
Distinguir o efeito estufa natural do efeito estufa intensificado.
Identificar o papel das emissões de gases do efeito estufa nas mudanças climáticas.
Explicar o processo de formação da chuva ácida na atmosfera.
Avaliar políticas públicas e tecnologias de controle da poluição atmosférica.
Definir o fenômeno de inversão térmica e analisar sua relação com o agravamento da poluição do ar.
Analisar os impactos das mudanças climáticas sobre biodiversidade, economia e segurança alimentar."
Não especificado,Geral/Múltiplas,2º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Mudanças Climáticas e Poluição
Ciclo do carbono
Efeito estufa intensificado
Fontes naturais e antrópicas de emissão
Consequências globais
Livro Companhia das Ciências 9 – Unidade 1 - Capítulo 1
Cidades Sustentáveis
Biorremediação","Analisar o efeito do ciclo do carbono na regulação do clima terrestre.
Distinguir o efeito estufa natural do efeito estufa intensificado.
Identificar o papel das emissões de gases do efeito estufa nas mudanças climáticas.
Explicar o processo de formação da chuva ácida na atmosfera.
Avaliar políticas públicas e tecnologias de controle da poluição atmosférica.
Definir o fenômeno de inversão térmica e analisar sua relação com o agravamento da poluição do ar.
Analisar os impactos das mudanças climáticas sobre biodiversidade, economia e segurança alimentar.
Definir o conceito de biomagnificação ao longo das cadeias alimentares e distinguir de bioacumulação.
Avaliar os riscos da biomagnificação para a biodiversidade e para a saúde humana.
Explicar o conceito de desenvolvimento sustentável relacionando-o aos problemas socioambientais observados nas cidades
Definir o conceito de biorremediação e explicar como microrganismos, plantas ou fungos podem ser usados na descontaminação ambiental."
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Livro Companhia das Ciências 9 – Unidade 1 - Capítulo 3
Evolução dos Seres Vivos
Fixismo
Lamarckismo
Seleção Natural e Darwinismo
Mimetismo e camuflagem","Explicar as ideias centrais do fixismo e seu contexto histórico.
Identificar os princípios básicos do lamarckismo.
Explicar os conceitos de uso e desuso e herança dos caracteres adquiridos.
Avaliar a contribuição histórica de Lamarck para a teoria evolutiva.
Identificar os princípios da seleção natural.
Explicar como a seleção natural atua sobre a variabilidade das populações.
Relacionar a seleção natural a exemplos reais de adaptação de populações ao ambiente.
Definir mimetismo e camuflagem e explicar como aumentam a chance de sobrevivência dos organismos."
Não especificado,Geral/Múltiplas,3º Bimestre,"Livro Companhia das Ciências 9 – Unidade 1 - Capítulo 3
Evolução dos Seres Vivos
Fixismo
Lamarckismo
Seleção Natural e Darwinismo
Mimetismo e camuflagem

Livro Companhia das Ciências 9 – Unidade 1 - Capítulo 4
O Parentesco das Espécies
Especiação
Árvores Filogenéticas","Explicar as ideias centrais do fixismo e seu contexto histórico.
Identificar os princípios básicos do lamarckismo.
Explicar os conceitos de uso e desuso e herança dos caracteres adquiridos.
Avaliar a contribuição histórica de Lamarck para a teoria evolutiva.
Identificar os princípios da seleção natural.
Explicar como a seleção natural atua sobre a variabilidade das populações.
Relacionar a seleção natural a exemplos reais de adaptação de populações ao ambiente.
Definir mimetismo e camuflagem e explicar como aumentam a chance de sobrevivência dos organismos.
Explicar como o parentesco entre espécies está relacionado à ancestralidade comum.
Discutir o conceito de especiação e sua relação com os processos de evolução dos seres vivos.
Relacionar isolamento reprodutivo com o processo de surgimento de novas espécies.
Interpretar árvores filogenéticas para identificar ancestralidade comum e divergência entre grupos.
Listar e discutir conceitos básicos de cladística (ramo, nó, clado, grupos irmãos, grupos monofiléticos)."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
A Química da Vida
Compostos Inorgânicos (Água e Sais Minerais)
Proteínas
Carboidratos
Lipídios
Ácidos Nucleicos
Vitaminas",
